Market Area,
Month,CornEd
Jan,"507,254"
Feb,"504,800"
Mar,"396,297"
Apr,"449,265"
May,"558,180"
Jan,"532,138"
Jul,"492,812"
Aug,"542,887"
Sep,"484,788"
Oct,"427,168"
Nov,"571,958"
Dec,"673,758"
Total,"8,111,927"
