Buyer:,Hudson Data Center,Seller:,"Direct Energy Business, LLC <br> Direct Energy Business <br> Marketing, LLC"
By:,Michael maranda,By:,
Name:,Michael Maranda,Name:,
Title:,Owner,Title:,
Date:,12/02/2020,Date:,
