Energy Costs,Fixed
Ancillary Services And Other ISO Costs,Fixed
Auction Revenue Rights Credits,Fixed
Capacity Costs,Passed Through
Transmission Costs,Passed Through
Transmission Loss Credits,Fixed
Line Loss Costs,Fixed (Charged Separately)
FERC Order 745 Costs,Passed Through
Balancing Congestion Costs,Passed Through
Transmission Reallocation Costs,Passed Through
Renewable Portfolio Standards Costs,Passed Through
