Electricity Supply,0.02595,$\times 564276 \mathrm{kWh}$,"14,642.96"
Merchant Function,0.00035736,$\times 564276 \mathrm{kWh}$,201.66
ESRM,-0.005418,$\times 564276 \mathrm{kWh}$,"$-3,057.25$"
Tariff Surcharge,1.0101\%,,119.06
Sales Tax,8.0\%,,952.51
,Total Supply Services,"\$ 12,858.94",
