UDC,UDC Account Number,Service Address,Start <br> Date,End <br> Date,Retail <br> Service <br> Price <br> (\$kWh)
COMED,0935332031,"750 N Dearborn st, Chicago, IL <br> 60654",$12 / 05 / 23$,$12 / 04 / 27$,$\$ 0.02337$
