EXHIBIT C Pass-through Charges (passed to Customer at cost),
All applicable Taxes (Including GRT),Energy - Security Improvements (ESI)
Wholesale Price of Energy,
Basis from Hub to the Load Zone,
Capacity,
Mystic Generation Cost-of-Service,
Agreement,
Renewable Portfolio Standard,
Obligations,
Alternate Energy Portfolio Standard,
Clean Energy Standard,
Clean Peak Standard (CPS),
