Service Information,
Meter \#,60412046
Current Meter Reading,"2,494"
Prior Meter Reading,"2,207"
Difference,287
Multiplier,1.056546
Total Usage,303.000000 Therm
Baseline Territory,X
Serial,B
Gas Procurement Costs (\$/Therm),
11/23/2022 - 11/30/2022,$\$ 0.93988$
12/01/2022 - 12/22/2022,$\$ 0.98040$
