Service Information,
Meter \#,803750 G
Current Meter Reading,"3,245"
Prior Meter Reading,"2,910"
Difference,335
Multiplier,1.056546
Total Usage,354.000000 Therm
Baseline Territory,X
Serial,B
Gas Procurement Costs (\$/Therm),
11/23/2022 - 11/30/2022,$\$ 0.93988$
12/01/2022 - 12/22/2022,$\$ 0.98040$
