14.000 CCF @ \$.572000,\$,8.01
10.000 CCF @ \$1.167300,\$,11.67
10.000 CCF @ \$.417900,\$,4.18
14.000 CCF @ \$.046000,\$,0.64
14.000 CCF @ \$.037200,\$,0.52
10.000 CCF @ \$.180700,\$,1.81
14.000 CCF @ \$.020240,\$,0.28
10.000 CCF @ \$.456200,\$,4.56
,\$,70.01
