Market Area,
Month,Combit
Jan,"7,231"
Feb,"7,124"
Mar,"7,337"
Apr,"7,625"
May,"6,464"
Jun,"5,185"
Jul,"4,434"
Aug,"5,347"
Sep,"5,323"
Oct,"6,919"
Nov,"6,962"
Dec,"5,892"
Total,"75,872"
