Meter Number,Previous Meter Read,Previous Read Date,Current Meter <br> Read,Current Read Date,Read Type,Multiplier,Total Usage,Demand,Power Factor
6356843024,,02/06/2023,,03/06/2023,Actual,,"48,400",208.0,0
