Your Electric Charges Breakdown (from page 2),
Conservation Incentive,$\$ 26.88$
Transmission,56.68
Distribution,143.41
Electric Public Purpose Programs,25.07
Nuclear Decommissioning,$-0.15$
Wildfire Fund Charge,5.24
Recovery Bond Charge,12.69
Recovery Bond Credit,$-12.69$
Wildfire Hardening Charge,1.61
Competition Transition Charges (CTC),0.26
Energy Cost Recovery Amount,$-4.90$
PCIA,23.03
Taxes and Other,6.62
Total Electric Charges,$\$ 283.75$
