Charge description,CCL applied,Start,End,Quantity,Price,VAT rate,Net total
Electricity Climate Change <br> Levy,$100 \%$,$01 / 12 / 2021$,$31 / 12 / 2021$,"$292,674.3$ <br> kWh",$0.00775 \mathrm{E} /$ <br> kWh,STD,"E2,268.23"
