MPAN,"2000027400703, 2000027400493",
Type,Description (all times are in UK Clock),Rate
Offered Rates:,Consumption - Day,$49.3130 \mathrm{p} / \mathrm{kWh}$
,Consumption - Night,38.0224 p/kWh
,Standing Charge,774.18 £/mth
,Availability,1.73 £/kVA/mth
Passed Through Charges:,"Reactive Power, Climate Change Levy, Excess Capacity",Prevailing Rate
Est Reconciled PT Charges:,,
