ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVR CHICAGO, IL 60811",141881911,38190,0.000,1.00,38190.960,76382,809/18-909/18
1430277018,"400-410 N MICHIGAN AVR CHICAGO, IL 60811",141807455,158830,0.000,1.00,158830.200,317660,809/18-909/18
