Billable Usage,08/06-09/05,,
Schedule GS-1,,,
Total kWh,8952,,
Measured Usage,,Feb,19
Meter: 0200063717,08/06-09/05,Mar,19
Current Reading,78495,Apr,19
Previous Reading,69544,May,19
Total kWh,8952,Jun,19
Current Reading,30.75,Jul,19
Demand,30.75,Aug,19
