Service Information,
Meter \#,61972477
Current Meter Reading,"64,585"
Prior Meter Reading,"63,983"
Difference,602
Multiplier,1.056194
Total Usage,636.000000 Therm
Baseline Territory,X
Serial,W
Gas Procurement Costs (\$/Therm),
11/18/2022 - 11/30/2022,$\$ 0.93988$
12/01/2022 - 12/16/2022,$\$ 0.98040$
