METER DEZOIDE INFORMATION,,,
METER 69852236,,Read Dates: 03/11/20 - 04/09/20 (29 Days),
DESCRIPTION,CURRENT READING,PREVIOUS READING,USAGE
Total Energy,178521,Actual,176577 Actual,1944 kWh
Demand,Actual,,8.382 kW
Billable Demand,,,8 kW
