METER 74842833 - Multiplier $\times 80$,,,,Read Dates: 03/11/20,04/09/20 (29 Days)
DESCRIPTION,CURRENT READING,PREVIOUS READING,MEASURED <br> USAGE,BILLED <br> USAGE,
Total Energy,4985 Actual,4903 Actual,82,6560 kWh,
Demand,Actual,,,28.16 kW,
Billable Demand,,,,28 kW,
