Billing Period - Apr 28 to May 25,
Meter - 320433291,
Duke Energy Delivery,
Service Delivery,
Distribution-Customer Charge,$\$ 45.95$
Distribution-Demand Charge,
462.240 kW @ \$5.67180000,"2,621.73"
Delivery Riders,"2,488.38"
Generation Riders,0.11
Total Delivery Charges,"$\$ 5,156.17$"
DYNEGY,
Dynegy Energy Services,
Choice Supplier Energy Charge,
"130,160.880 kWh @ \$0.04990000","6,495.03"
Total Current Charges,"$\mathbf{\$ 1 1 , 6 5 1 . 2 0}$"
