Renewable Portfolio Standard,"$25,285 \mathrm{kWh}$",$X$,0.00189,47.79
Zero Emission Standard,"$25,285 \mathrm{kWh}$",$X$,0.00195,49.31
Franchise Cost,,,,92.10
State Tax,,,,80.88
Municipal Tax,,,,108.49
