Service Information,
Meter \#,60039453
Current Meter Reading,"9,712"
Prior Meter Reading,"9,479"
Difference,233
Multiplier,1.056546
Total Usage,246.000000 Therm
Baseline Territory,X
Serial,B
Gas Procurement Costs (\$/Therm),
11/23/2022 - 11/30/2022,\$0.93988
12/01/2022 - 12/22/2022,\$0.98040
