141721759,04/06/2016 - 06/01/2016,33,Not Provided,Not Provided,Actual,1,91.58,6\%,N/A
141721769,04/29/2016 - 06/01/2016,35,Not Provided,Not Provided,Actual,1,"41,008.78",With Total,"$1,244.45$"
