Month,kWh
Sep-16,858
Oct-15,897
Nov-15,1061
Dec-15,1058
Jan-18,1018
Feb-16,1045
Mar-16,845
Apr-16,943
May-16,956
Jun-18,937
Jul-16,1039
Aug-16,1104
Sep-16,958
