Previous <br> Carry <br> Forward,Plus <br> Current <br> Sales <br> (Customer),Minus <br> Current <br> Purchases <br> (Eversource),Current <br> Net Billed <br> Usage,New <br> Carry <br> Forward
0,2080,19360,17280,0
