PPL Electric Utilities,Generation \& Transmission Charges for Jan 13-Feb 12,
,Transmission Charge:,
,\$0.46/Lamp,0.46
,Generation Charge:,
,Capacity and Energy,
,\$1.149/Lamp,1.15
,Total PPL Electric Utilities Charges,\$1.61
