Buyer:,Midstate Manufacturing Corp,Seller:,"Direct Energy Business, LLC Direct Energy Business Marketing, LLC"
By:,,By:,
Name:,Shawn Pitman,Name:,
Title:,Plant Managet,Title:,
Date:,10/26/2022,Date:,
