Market Area,
Month,Dand\#
Jan,"85,489"
Feb,"79,043"
Mar,"72,024"
Apr,"76,523"
May,"80,833"
Jun,"109,666"
Jul,"120,705"
Aug,"118,765"
Sep,"108,243"
Oct,"65,007"
Nov,"66,326"
Dec,"82,188"
Total,"1,100,829"
