Market Area,
Month,Custód
Jan,"126,313"
Feb,"100,132"
Mar,"101,737"
Apr,"99,855"
May,"120,451"
Jun,"140,417"
Jul,"149,587"
Aug,"126,318"
Sep,"150,093"
Oct,"89,135"
Nov,"119,408"
Dec,"122,842"
Total,"1,427,006"
