Customer Name:,"Generations at Geiston Pavilion,",,
Product Type:,Fixed,Contract Date:,Dec-17
Bumded / Un-bumded:,Bunded,Tants (\# of Bonthe):,12
,,PLC Value:,
,,Contract Price (\$/kWh):,"\$3,0393"
