Component Category,Is the Charge for the <br> Component Included in <br> the Energy Price or <br> Excluded from the <br> Energy Price?,"If Excluded from the Energy Price, how is <br> the component category charged to <br> Customer as a Pass-Through Charge?"
Capacity (including <br> Capacity Performance),Included,"A charge for capacity based on each <br> Account's peak load contribution, the reserve <br> requirement, the PJM final zonal net load <br> price for capacity, and the number of days in <br> the period, and, if unitized, the Customer's <br> estimated usage."
