Meter aerial <br> number,Start,End,Actual energy <br> ( ) meter (kWh),Estimated <br> energy ( ) <br> meter (kWh),Total energy <br> ( ) meter (kWh),Energy ( ) GSP <br> (kWh),Energy ( ) NBP <br> (kWh)
NG11600717,$01 / 11 / 2021$,$30 / 11 / 2021$,"$27,059.8$",0.0,"$27,059.8$","$29,162.6$","$29,943.9$"
