Applicable Surcharge,
"7,410 CCF @ \$-0.0065534",$-48.56$
Total delivery charges,"$1,188.17$"
IGS Energy,
Gas Supplier Energy Chg,
"7,410 CCF @ \$0.386","$2,860.26$"
Total Charges,"\$4,048.43"
