Service <br> Location,Amount <br> Metre\# <br> (ESID\#),Utility,Rate <br> Class,Zone,Capacity <br> Tag/Transmission <br> Tag,"""Estimated <br> Meter <br> Read Start <br> Date",Annual <br> (Historical <br> Usage <br> (AW),Maximum <br> Peak <br> Demand <br> (KM)
500 S. Clark St. HUg.,3043169126,Commonwealth <br> Edison,R75,FJM_HEST,344.07 / 325.114,"October 20, 2020","2,597,765","640,584"
