See Add: SORTIONSTON ED <br> REASINGTON CT 06037,,,,,
Serv Ret: 405212002,,,Bill Cycle: 09,,
Service from 11/09/23 - 12/12/23,,,33 Days,,
"Next read date on or about: Jan 12, 2024",,,,,
Meter <br> Number,Current <br> Read,Previous <br> Read,Current <br> Usage,Reading <br> Type,
895383962,87552,86677,875,Actual,
