Svc Addr: 1256 MILL ST EAST BERLIN CT 06023,,,,,
Serv Net: 666612009,,,Bill Dycle: 09 31 Days,,
Service from 11/13/23 - 12/14/23,,,,,
"Next road date on or about: Jan 12, 2024",,,,,
Meter Number,Current Read,Previous Read,Current Usage,,Reading Type
036361542,79,74,5,Actual,
