Monthly Contract Quantity,,,,,,,,,,
KWh,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2023,,,,,,,,,,,,706
2024,"121,634","151,815","164,736","193,999","205,873","128,547","221,066","220,972","292,485","516,028","249,070","177,644"
