Supply <br> $\$ 0.00$,Transmission <br> $\$ 0.00$,Local Delivery <br> $\$ 9.62$,Public Benefits <br> $\$ 0.00$
"Cost of electricity from supplier or Standard Service. This cost is not regulated, but is based on competitive procurement and dependent on usage.",Cost to maintain high voltage towers and lines. Regulated by the Federal Energy Regulatory Commission. This charge is dependent on usage.,"Cost of Eversource to build, maintain, and repair the poles, lines, and meters that deliver power from the substation. Regulated by PURA.",Cost to support energy programs authorized by the state. This charge is dependent on usage.
