"Gas you used during this 30 day billing period from Jul 03, 2019 to Aug 02, 2019",
Rate: GS2 Rate II Non-residential,Meter# 3891531
"Gas meters measure the volume of natural gas used in hundred cubic feet (ccf). Gas usage is billed in therms, the heat content of gas. The therm conversion factor converts ccf into therms.",
"Aug 02, 19 actual reading",41912
"Jul 03, 19 actual reading",41227
Usage in ccf,685 ccf
Therm conversion factor,$\underline{\mathrm{X} 1.027}$
Your gas use,703 therms
