READ TYPE,METER NUMBER,CURRENT METER READ,PREVIOUS METER READ,READ DIFFERENCE,MULTIPLIER,USAGE
Total Therm,01366139,29912.0000 Actual,29535.0000 Actual,377.0000,1.1130,419.6000
