READ TYPE,METER NUMBER,CURRENT METER READ,PREVIOUS METER READ,READ DIFFERENCE,MULTIPLIER,USAGE
Total Therm,01419284,19105.0000 Actual,18723.0000 Actual,382.0000,1.1130,425.1600
