240,800,1300,2830,2010,1540,1980,790,440,400,670,530,700,
OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,
$72^{\circ}$,$63^{\circ}$,$49^{\circ}$,$32^{\circ}$,$37^{\circ}$,,,,,,,,,
