READ TYPE,METER NUMBER,CURRENT METER READ PREVIOUS METER READ,READ DIFFERENCE,MULTIPLIER,USAGE
Total Therm,2TC25089,6190.0000 Actual,6172.0000 Actual,18.0000,18.0000
