,Billed Usage 01/23,,,
Usage,Power <br> Factor,Power Factor <br> Constant,Meter Location Comp.,Billed Usage
,$(95.1)$,$(.9644)$,,
"15,160",-,-,-,"15,160 kWh"
37.960,-,-,-,"38,000 kW"
"4,920",-,-,-,"4,920 kVARh"
,,,High Prev Demand $=110.0$,
