Climate Change Levy,,,,,
Charge description,CCL applied,Start,End,Quantity,Price
Electricity Climate Change Levy,$100 \%$,$01 / 11 / 2021$,$30 / 11 / 2021$,"$\begin{aligned} & 158,773.1 \\ & \text { kWh } \end{aligned}$",$\begin{aligned} & 0.00778 \text { E } / \\ & \text { kWh } \end{aligned}$
Total CCL charges,,,,,E1.207.24
