Meter serial number,Start,End,Actual energy (c) meter (kWh),Estimated energy (c) meter (kWh),Total energy (c) meter (kWh),Energy (c) GSP (kWh),Energy (c) NBP (kWh)
NO12/020408,01/11/2021,30/11/2021,"$155,773.1$",0.0,"$155,773.1$","$157,529.9$","$172,425.8$"
