Change description,CCL applied,Start,End,Quantity,Price,VAT rate,Net total
Electricity Climate Change <br> Levy,$100 \%$,01/11/2021,30/11/2021,"87,719.2 KWh",0.00775 EJ <br> KWh,STD,6679.82
