Meter serial number,Start,End,Actual energy (c) meter (kWh),Estimated energy (c) meter (kWh),Total energy (c) meter (kWh),Energy (c) GSP (kWh),Energy (c) NBP (kWh)
N012600725,01/15/2021,30/11/2021,"$82,721.8$",N/647.4,"$87,219.2$","$44,665.5$","$47,202.0$"
