Meter serial number,Start,End,Actual energy (m),Estimated energy (m),Total energy (m),Energy (1) GSP,Energy (1) NBP (kWh)
NG12R00487,01/11/2021,30/11/2021,"35,105.9",0.0,"35,105.9","37,841.7","38,855.8"
