Meter serial <br> number,Start,End,Actual energy <br> ( ) meter (kWh),Estimated <br> energy ( ) <br> meter (kWh),Total energy <br> ( ) meter (kWh),Energy ( ) DSP <br> (kWh),Energy ( ) NSP <br> (kWh)
N612600716,$01 / 11 / 2021$,$30 / 11 / 2021$,"$128,227.6$","$6,012.5$","$135,240.1$","$146,879.2$","$149,788.5$"
