Meter serial number,Start,End,Actual energy (k) meter (kWh),Estimated energy (k) meter (kWh),Total energy (k) meter (kWh),Energy (k) GSP (kWh),Energy (k) NSP (kWh)
NO12K00715,01/11/2021,30/11/2021,"$138,632.9$",0.0,"138,632.9","$149,200.7$","153,199.1"
