12960,13920,15040,14400,14240,12960,14720,14560,12480,11840,11360,11520,11520
MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY
$61^{\circ}$,$71^{\circ}$,$75^{\circ}$,$75^{\circ}$,$74^{\circ}$,$66^{\circ}$,$45^{\circ}$,$39^{\circ}$,$26^{\circ}$,$25^{\circ}$,$41^{\circ}$,$46^{\circ}$,$63^{\circ}$
