517,7852200556,8051-05 S INGLESIDE,15,$0.21 / 2018,$0.21 / 2020$,0.5383,0.44,0.86,681,635,617,566,569,550,560,574,523,597,625,663,"7,158"
518,9541139047,11145 S KING OR,20,$0.29 / 2018$,$0.29 / 2020$,0.2712,0.497,0.54,500,387,265,411,343,350,372,424,376,303,198,325,"4,254"
519,7506307575,8146-96 S INGLESIDE AVE,15,$0.21 / 2018$,$0.21 / 2020$,1.5423,1.344,1.47,1.929,"1,948","1,804","1,806","1,455","1,234","1,219","1,273","1,241","1,548","1,731","1,856","18,847"
520,8695606027,8640-46 S INGLESIDE AVE,16,$0.22 / 2018$,$0.22 / 2020$,0.0887,0.117,0.12,299,366,633,492,364,229,142,134,136,197,237,285,"3,514"
Total,,,,,,,,"1,086,241","1,069,283","1,018,880","923,302","558,706","433,262","427,982","438,717","394,645","497,018","782,911","1,017,777","8,558,703"
