Ancillary Services (includes <br> Transmission Enhancement (TEC) and <br> RMR (Generation Deactivation Zonal <br> Cost Allocation)),Included,No,
Auction Revenue Rights (ARRs),Included,No,A charge based on the zonal Auction <br> Revenue Rights and the Account's ratio of <br> its network load relative to the zonal <br> network load.
State Portfolio Standards for <br> Renewable Energy,Included,No,RPS Charge (as defined in the TOS).
