Meter serial number,Start,End,Actual energy @ meter (kWh),Estimated energy @ meter (kWh),Total energy <br> @ meter (kWh),Energy @ GSP <br> (kWh),Energy @ NBP <br> (kWh)
NG13K00195,01/12/2021,31/12/2021,"18,429.9",0.0,"18,429.9","19,875.2","20,581.8"
