1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230012495,11761,0.000,1.00,11761.280,23523,9/4/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230012496,22,0.000,1.00,22.450,45,9/4/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230012497,6,0.000,1.00,6.560,13,9/4/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230013895,3,0.000,1.00,3.540,7,10/1/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230013896,3,0.000,1.00,3.030,6,10/1/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230014616,13,0.000,1.00,13.970,28,9/4/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230014617,1873,0.000,1.00,1873.120,3746,9/4/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230016054,418,0.000,1.00,418.570,837,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230016639,1683,0.000,1.00,1683.950,3368,10/1/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083578,2446,0.000,1.00,2446.510,4893,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083579,1352,0.000,1.00,1352.570,2705,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083610,1232,0.000,1.00,1232.970,2466,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083611,986,0.000,1.00,986.240,1972,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083612,2267,0.000,1.00,2267.680,4535,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083613,3802,0.000,1.00,3802.030,7604,9/29/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083654,1815,0.000,1.00,1815.000,3630,10/1/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083655,192,0.000,1.00,192.490,385,10/1/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083656,1946,0.000,1.00,1946.300,3893,10/1/15-10/7/15
1572089056,"UNIT 150 <br> 5200 OLD ORCHARD RD SKOKIE, IL 60077",230083657,77,0.000,1.00,77.210,154,10/1/15-10/7/15
