Monthly,kWh,Use,,,,
Dec,Jan,Feb,Mar,Apr,May,Jun
3440,3280,3040,2960,2720,2160,2320
Jul,Aug,Sep,Oct,Nov,Dec,
4400,4880,3200,2800,2480,3200,
