Buyer:,PAS TECHNOLOGIES INC. DBA <br> STANDARD AERO,Seller:,"Direct Energy Business, LLC <br> Direct Energy Business <br> Marketing, LLC"
By:,Jason Junot,By:,
Name:,Jason Junot,Name:,
Title:,"VP, Global Supply Chain",Title:,
Date:,$02/18 / 2021$,Date:,
