,Ameren <br> ILLINOIS,f AmerenIllinois.com Customer Service 1.800.232.2477,Statement Issued,07/27/2022
Account Number,9262673003,,Amount Due,\$53.80
Customer Name,MIDSTATE MANUFACTURING,,Due Date,"Aug 10, 2022"
Service Address,"750 W 3RD ST, SHOT BLASTING PLANT",,,
,"GALESBURG, IL 61401",,,
