,,$43229-3501$,,,,
Columbus <br> Southern Power,00040621091395 <br> 904,"BLENDON TWP <br> 4721 MORSE RD, <br> GAHANNA, OH USA <br> $43230-1374$",55.03,33.80,7/2024,7/2025
