kWh,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2019,,,,,,,,,,,"93,719","253,056"
2020,"279,631","291,202","280,934","181,049","187,222","188,091","221,061","224,848","183,250","182,309","136,974",
