ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141661911,17691,0.000,1.00,17691.480,35383,8/1/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141807465,216520,0.000,1.00,216520.560,433041,8/1/16-8/29/16
