ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",097125046,14315,0.000,1.00,14315.760,28632,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141527183,176173,0.000,1.00,176173.200,352346,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141528277,38,0.000,1.00,38.680,77,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141533998,132856,0.000,1.00,132856.920,265714,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141612972,105093,0.000,1.00,105093.990,210188,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141633474,21,0.000,1.00,21.380,43,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141654941,97267,0.000,1.00,97267.620,194536,8/29/16-8/29/16
