ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141661911,30434,0.000,1.00,30434.400,60869,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141807465,204513,0.000,1.00,204513.120,409026,6/30/16-8/1/16
